# Qualitas Corpus Metadata
# Timestamp: 20130909T1126NZST
# See http://qualitascorpus.com/docs/metadata/attributes.html for explanation of fields.
system	status	sysvercount	description	sysver	fullname	domain	jreversion	license	distribution	releasedate	sourcepackages	n_bin	n_both	n_files	n_top(bin)	loc(both)	ncloc(both)	url
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.2.0	<none>	database	1.5.0_22	<none>	e	2007-08-17	org.gudy. com.aelitis.	4909	4811	2279	2341	493100	306722	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.2.2	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2007-08-30	org.gudy. com.aelitis.	4910	4888	2325	2341	501459	302157	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.3.0	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2007-09-20	org.gudy. com.aelitis.	4982	4960	2343	2359	508008	306613	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.3.4	<none>	database	1.5.0_22	<none>	e	2007-10-04	org.gudy. HTML. com.aelitis.	4987	4965	2345	2361	508867	307208	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.4.0	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2007-12-06	org.gudy. com.aelitis.	5056	5034	2378	2394	518618	323696	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.4.2	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2007-12-22	org.gudy. com.aelitis.	5062	5040	2366	2382	516746	311778	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.5.0	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-03-05	org.gudy. com.aelitis.	5277	5254	2431	2448	540874	327297	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.0.5.2	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-04-15	org.gudy. com.aelitis.	5301	5202	2389	2452	534424	334105	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.1.0.0	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-06-16	org.gudy. com.aelitis.	5882	5859	2602	2619	590926	360054	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-3.1.1.0	<none>	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-07-01	org.gudy. com.aelitis.	5971	5948	2621	2638	597910	364875	http://azureus.sourceforge.net/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.0.0.0	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-10-15	org.gudy. com.aelitis.	6429	6326	2651	2716	636579	405193	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.0.0.2	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-10-25	org.gudy. com.aelitis.	6398	6375	2694	2711	645116	397678	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.0.0.4	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2008-12-18	org.gudy. com.aelitis.	6434	6411	2706	2723	647920	399566	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.1.0.0	vuze	database	1.5.0_22	<none>	e	2009-01-26	org.gudy. com.aelitis.	6614	6591	2744	2761	661610	408490	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.1.0.2	vuze	database	1.5.0_22	<none>	e	2009-02-05	org.gudy. com.aelitis.	6615	6592	2744	2761	662074	408796	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.1.0.4	vuze	database	1.5.0_22	<none>	e	2009-02-26	org.gudy. com.aelitis.	6623	6600	2745	2762	662373	409009	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.2.0.0	vuze	database	1.5.0_22	<none>	e	2009-03-23	org.gudy. com.aelitis.	6806	6783	2805	2822	677941	418729	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.2.0.2	vuze	database	1.5.0_22	<none>	e	2009-04-10	org.gudy. com.aelitis.	6810	6810	2822	2822	679938	420098	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.2.0.4	vuze	database	1.5.0_22	<none>	e	2009-07-09	org.gudy. com.aelitis.	6971	6971	2842	2842	688015	425413	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.2.0.8	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2009-09-03	org.gudy. com.aelitis.	7150	7150	2879	2879	702660	435198	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.0.0	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2009-11-16	org.gudy. com.aelitis.	6920	6920	2814	2814	694562	429916	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.0.2	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2009-11-19	org.gudy. com.aelitis.	6919	6919	2813	2813	694788	430041	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.0.4	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2009-11-25	org.gudy. com.aelitis.	6919	6919	2813	2813	694970	430160	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.0.6	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-01-11	org.gudy. com.aelitis.	6927	6927	2801	2801	695174	430378	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.1.0	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-01-13	org.gudy. com.aelitis.	7034	7034	2828	2828	709113	439367	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.1.2	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-02-02	org.gudy. com.aelitis.	7045	7045	2830	2830	709965	439879	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.3.1.4	vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-02-10	org.gudy. com.aelitis.	7045	7045	2830	2830	709965	439879	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.4.0.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-04-09	com.aelitis. org.gudy.	7136	7136	2860	2860	715631	443951	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.4.0.2	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-05-05	com.aelitis. org.gudy.	7129	7129	2855	2855	715431	443655	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.4.0.4	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-05-08	com.aelitis. org.gudy.	7129	7129	2855	2855	715519	443711	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.4.0.6	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-06-24	com.aelitis. org.gudy.	7131	7131	2856	2856	715771	443883	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.4.1.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-08-02	com.aelitis. org.gudy. org.eclipse.wt.widgets	7228	7228	2874	2874	727238	452344	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.5.0.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-08-05	com.aelitis. org.gudy. org.eclipse.wt.widgets	7224	7224	2873	2873	727232	452338	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.5.0.2	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-08-13	com.aelitis. org.gudy. org.eclipse.wt.widgets	7224	7224	2873	2873	727374	452423	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.5.0.4	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-09-01	com.aelitis. org.gudy. org.eclipse.wt.widgets	7249	7249	2873	2873	728686	453433	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.5.1.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2010-10-05	com.aelitis. org.gudy. org.eclipse.swt.widgets	7274	7274	2881	2881	731438	455178	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.6.0.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2011-01-13	com.aelitis. org.gudy. org.eclipse.swt.widgets	7359	7359	2896	2896	738618	460210	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.6.0.2	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2011-02-01	com.aelitis. org.gudy. org.eclipse.swt.widgets	7375	7375	2899	2899	741025	461901	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.6.0.4	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2011-03-10	com.aelitis. org.gudy. org.eclipse.swt.widgets	7375	7375	2899	2899	741281	462128	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.7.0.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2011-09-21	com.aelitis. org.gudy. org.eclipse.swt.widgets	7223	7223	2846	2846	731503	456250	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.7.0.2	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2011-12-02	com.aelitis. org.gudy. org.eclipse.swt.widgets	7249	7249	2848	2848	732750	457152	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.7.1.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2012-07-13	com.aelitis. org.gudy. org.eclipse.swt.widgets	7457	7457	2876	2876	752485	470793	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.7.1.2	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2012-07-19	com.aelitis. org.gudy. org.eclipse.swt.widgets	7457	7457	2876	2876	<none>	470847	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.7.2.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2012-09-17	com.aelitis. org.gudy. org.eclipse.swt.widgets	7520	7520	2886	2886	758292	474806	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.8.0.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2012-10-24	com.aelitis. org.gudy. org.eclipse.swt.widgets	7607	7607	2900	2900	765728	479936	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.8.1.0	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e	2012-12-14	com.aelitis. org.gudy. org.eclipse.swt.widgets	7680	7680	2909	2909	772911	484670	http://sourceforge.net/projects/azureus/files/
azureus	Active	63	A P2P file sharing client using the bittorrent protocol	azureus-4.8.1.2	Vuze	database	1.5.0_22	The GNU General Public License (GPL) Version 2;src/GPL.txt	e,r	2012-12-17	com.aelitis. org.gudy. org.eclipse.swt.widgets	7680	7680	2909	2909	773040	484739	http://sourceforge.net/projects/azureus/files/
batik	Moribund	1	Library for manipulating and displaying SVG	batik-1.7	Batik SVG Toolkit	3D/graphics/media	1.4.2_19	Apache License Version 2.0;src/batik-1.7/LICENSE	r	2008-01-09	org.apache.batik org.w3c.dom.events	2617	2599	1457	1478	337369	17848	http://xmlgraphics.apache.org/batik
c_jdbc	Active	1	Database cluster middleware that allows any Java application to transparently access a cluster of distributed and replicated databases through JDBC(tm)	c_jdbc-2.0.2	C-JDBC	database	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1;src/c-jdbc-2.0.2-src/doc/LICENSE.txt	r	2005-09-16	org.objectweb.cjdbc	586	586	543	544	148067	81306	http://c-jdbc.objectweb.org
castor	Active	1	A data binding framework that provides Java-to-XML binding, Java-to-SQL persistence, and more.	castor-1.3.1	<none>	middleware	1.6.0	Apache License Version 2.0;src/castor-1.3.1/core/src/main/resources/META-INF/LICENSE.APACHE2	r	2010-01-03	org.exolab.castor. org.castor. org.exolab.javasource.	1663	1327	1173	1309	240100	115543	http://castor.codehaus.org
cayenne	Active	1	A persistence framework providing object-relational mapping (ORM) and remoting services	cayenne-3.0.1	Apache Cayenne	database	1.5.0_22	Apache License Version 2.0;src/cayenne-3.0.1-src/LICENSE.txt	r	2010-08-26	org.apache.cayenne	2184	2171	1468	1482	221029	127529	http://cayenne.apache.org
checkstyle	Active	3	A development tool to check that code adheres to a coding standard.	checkstyle-4.2	Checkstyle	IDE	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1, February 1999;src/checkstyle-src-4.2/LICENSE	f	2006-07-10	com.puppycrawl.tools.checkstyle	326	323	266	277	45351	26774	http://checkstyle.sourceforge.net
checkstyle	Active	3	A development tool to check that code adheres to a coding standard.	checkstyle-4.3	Checkstyle	IDE	1.4.2_19	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1;src/checkstyle-src-4.3/LICENSE	f	2007-01-25	com.puppycrawl.tools.checkstyle	336	333	272	283	46133	27225	http://checkstyle.sourceforge.net
checkstyle	Active	3	A development tool to check that code adheres to a coding standard.	checkstyle-5.1	Checkstyle	IDE	1.5.0_22	GNU LESSER GENERAL PUBLIC LICENSE Version 2.1;src/checkstyle-src-5.1/LICENSE	r	2010-02-16	com.puppycrawl.tools.checkstyle	352	349	267	270	47226	23316	http://checkstyle.sourceforge.net
cobertura	Active	2	Calculates the percentage of code accessed by tests	cobertura-1.9	<none>	testing	1.3.1_20	GNU GENERAL PUBLIC LICENSE Version 2, June 1991;src/cobertura-1.9/COPYING	f	2007-06-05	net.sourceforge.cobertura.	68	68	64	64	23448	18415	http://cobertura.sourceforge.net
